* Freq(Hz)	SPL(dB)
247.000000	-5.137
250.000000	-5.119
254.000000	-5.105
258.000000	-5.102
262.000000	-5.102
265.000000	-5.094
269.000000	-5.073
272.000000	-5.053
276.000000	-5.030
280.000000	-5.017
285.000000	-5.009
290.000000	-4.991
295.000000	-4.962
300.000000	-4.931
304.000000	-4.907
307.000000	-4.889
311.000000	-4.864
315.000000	-4.839
320.000000	-4.812
325.000000	-4.794
330.000000	-4.775
335.000000	-4.749
340.000000	-4.719
345.000000	-4.690
350.000000	-4.661
355.000000	-4.631
360.000000	-4.601
365.000000	-4.570
370.000000	-4.540
375.000000	-4.512
382.000000	-4.477
387.000000	-4.453
395.000000	-4.412
400.000000	-4.381
406.000000	-4.334
412.000000	-4.286
418.000000	-4.247
425.000000	-4.207
431.000000	-4.171
437.000000	-4.130
444.000000	-4.077
450.000000	-4.032
455.000000	-3.996
462.000000	-3.946
468.000000	-3.903
475.000000	-3.853
482.000000	-3.803
487.000000	-3.769
494.000000	-3.722
500.000000	-3.683
508.000000	-3.637
515.000000	-3.597
522.000000	-3.556
530.000000	-3.506
538.000000	-3.447
545.000000	-3.394
552.000000	-3.341
560.000000	-3.281
570.000000	-3.211
580.000000	-3.152
590.000000	-3.099
600.000000	-3.044
608.000000	-2.993
615.000000	-2.942
622.000000	-2.891
630.000000	-2.840
640.000000	-2.788
650.000000	-2.746
660.000000	-2.706
670.000000	-2.664
680.000000	-2.625
690.000000	-2.598
700.000000	-2.578
710.000000	-2.554
720.000000	-2.526
730.000000	-2.499
740.000000	-2.480
750.000000	-2.482
762.000000	-2.506
775.000000	-2.541
788.000000	-2.564
800.000000	-2.571
812.000000	-2.578
825.000000	-2.600
838.000000	-2.642
850.000000	-2.689
862.000000	-2.735
875.000000	-2.785
885.000000	-2.823
900.000000	-2.882
912.000000	-2.927
925.000000	-2.974
938.000000	-3.022
950.000000	-3.066
962.000000	-3.105
975.000000	-3.139
988.000000	-3.161
1000.000000	-3.173
1015.000000	-3.174
1030.000000	-3.161
1044.000000	-3.141
1060.000000	-3.105
1075.000000	-3.057
1090.000000	-2.994
1106.000000	-2.911
1120.000000	-2.830
1138.000000	-2.715
1150.000000	-2.627
1172.000000	-2.445
1180.000000	-2.374
1206.000000	-2.140
1220.000000	-2.010
1241.000000	-1.798
1250.000000	-1.702
1265.000000	-1.537
1280.000000	-1.365
1315.000000	-0.971
1320.000000	-0.916
1340.000000	-0.706
1360.000000	-0.516
1380.000000	-0.350
1400.000000	-0.207
1430.000000	-0.031
1450.000000	0.062
1475.000000	0.149
1500.000000	0.211
1525.000000	0.254
1550.000000	0.291
1575.000000	0.329
1600.000000	0.373
1625.000000	0.430
1650.000000	0.504
1675.000000	0.602
1700.000000	0.725
1725.000000	0.868
1750.000000	1.027
1775.000000	1.197
1800.000000	1.373
1825.000000	1.555
1850.000000	1.741
1875.000000	1.921
1900.000000	2.091
1925.000000	2.249
1950.000000	2.397
1975.000000	2.541
2000.000000	2.685
2030.000000	2.857
2060.000000	3.028
2090.000000	3.206
2120.000000	3.396
2140.000000	3.538
2180.000000	3.851
2200.000000	4.015
2240.000000	4.346
2270.000000	4.590
2300.000000	4.837
2330.000000	5.089
2360.000000	5.342
2400.000000	5.664
2430.000000	5.878
2470.000000	6.116
2500.000000	6.262
2540.000000	6.426
2580.000000	6.571
2620.000000	6.719
2650.000000	6.840
2690.000000	7.009
2720.000000	7.129
2760.000000	7.264
2800.000000	7.353
2850.000000	7.388
2900.000000	7.343
2950.000000	7.232
3000.000000	7.077
3040.000000	6.940
3070.000000	6.838
3110.000000	6.709
3150.000000	6.596
3200.000000	6.477
3250.000000	6.369
3300.000000	6.254
3350.000000	6.120
3400.000000	5.971
3450.000000	5.822
3500.000000	5.687
3550.000000	5.573
3600.000000	5.484
3650.000000	5.416
3700.000000	5.357
3750.000000	5.292
3820.000000	5.153
3870.000000	4.999
3950.000000	4.660
4000.000000	4.406
4060.000000	4.078
4120.000000	3.750
4180.000000	3.444
4250.000000	3.135
4310.000000	2.922
4370.000000	2.766
4440.000000	2.654
4500.000000	2.619
4550.000000	2.636
4620.000000	2.715
4680.000000	2.818
4750.000000	2.955
4820.000000	3.098
4870.000000	3.205
4940.000000	3.357
5000.000000	3.486
5080.000000	3.645
5150.000000	3.755
5220.000000	3.828
5300.000000	3.865
5380.000000	3.861
5450.000000	3.833
5520.000000	3.790
5600.000000	3.718
5700.000000	3.572
5800.000000	3.328
5900.000000	2.972
6000.000000	2.528
6080.000000	2.133
6150.000000	1.775
6220.000000	1.420
6300.000000	1.036
6400.000000	0.608
6500.000000	0.250
6600.000000	-0.037
6700.000000	-0.267
6800.000000	-0.451
6900.000000	-0.596
7000.000000	-0.709
7100.000000	-0.794
7200.000000	-0.855
7300.000000	-0.894
7400.000000	-0.919
7500.000000	-0.932
7620.000000	-0.936
7750.000000	-0.921
7880.000000	-0.893
8000.000000	-0.860
8120.000000	-0.828
8250.000000	-0.804
8380.000000	-0.798
8500.000000	-0.821
8620.000000	-0.895
8750.000000	-1.055
8850.000000	-1.247
9000.000000	-1.652
9120.000000	-2.069
9250.000000	-2.607
9380.000000	-3.219
9500.000000	-3.833
9620.000000	-4.476
9750.000000	-5.163
9880.000000	-5.787
10000.000000	-6.272
10150.000000	-6.718
10300.000000	-6.967
10440.000000	-7.021
10600.000000	-6.876
10750.000000	-6.535
10900.000000	-5.998
11060.000000	-5.241
11200.000000	-4.462
11380.000000	-3.381
11500.000000	-2.663
11720.000000	-1.467
11800.000000	-1.105
12060.000000	-0.244
12200.000000	-0.011
12410.000000	0.029
12500.000000	-0.052
12650.000000	-0.309
12800.000000	-0.701
13150.000000	-1.955
13200.000000	-2.158
13400.000000	-3.025
13600.000000	-3.924
13800.000000	-4.782
14000.000000	-5.497
14300.000000	-6.144
14500.000000	-6.233
14750.000000	-5.976
15000.000000	-5.439
15250.000000	-4.767
15500.000000	-4.074
15750.000000	-3.435
16000.000000	-2.886
16250.000000	-2.428
16500.000000	-2.050
16750.000000	-1.730
17000.000000	-1.461
17250.000000	-1.243
17500.000000	-1.077
17750.000000	-0.968
18000.000000	-0.930
18250.000000	-0.982
18500.000000	-1.144
18750.000000	-1.437
19000.000000	-1.878
19250.000000	-2.470
19500.000000	-3.211
19750.000000	-4.295
20000.000000	-6.950
